po___so_#,asn_dn_#,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,po_sent_to_vendor_date,product_group,sub_classification,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,days_to_process,cost_per_pack,freight_ratio,cost_per_kg
881,599,11,2,0,1,0,336,3,2,54,15,100,63.0,13399.25,139.0,2.13,85,1,1047.0,0.0,21.44,,135.83485039550783,0.0,12.785543893129772
932,1597,42,2,0,2,0,380,3,2,54,15,100,1634.0,117631.66,71.99,0.72,44,1,373.0,4112.46,188.21,,71.94596941896025,0.03496018877750448,314.52315508021394
958,602,28,2,0,2,0,371,3,2,54,15,20,1425.0,38475.0,27.0,1.35,21,1,483.0,5468.88,61.56,,26.981065918653577,0.1421374363239422,79.49380165289256
974,988,27,2,0,2,0,383,3,2,54,15,100,142.0,10222.58,71.99,0.72,44,1,33.0,1715.17,16.36,,71.48657342657343,0.1677660858525096,300.66411764705884
994,944,40,2,0,2,0,419,2,1,49,10,30,8400.0,96432.0,11.48,0.38,65,1,654.0,4051.34,154.29,,11.47863349601238,0.042011966857818384,147.22442748091603
1006,839,33,2,0,1,3,314,2,1,19,0,270,6.0,405.06,67.51,0.25,81,1,1047.0,0.0,0.65,,57.86571428571428,0.0,0.3865076335877863
1006,839,33,2,0,1,3,314,2,5,15,9,200,600.0,870.0,1.45,0.01,15,0,1047.0,0.0,1.39,,1.4475873544093179,0.0,0.8301526717557252
1092,1122,40,2,0,0,0,419,2,5,23,1,60,400.0,2800.0,7.0,0.12,15,1,81.0,2211.05,4.48,,6.982543640897756,0.7893787932881114,34.146341463414636
1209,841,33,2,0,1,0,501,2,5,23,1,60,6.0,77.1,12.85,0.21,15,1,1047.0,0.0,0.12,,11.014285714285714,0.0,0.07356870229007632
1217,1188,28,2,0,2,0,895,3,2,54,15,100,5498.0,439785.02,79.99,0.8,44,1,1251.0,16090.22,703.66,,79.97545371885798,0.036586474485932954,351.26599041533547
1217,1190,28,2,0,2,0,895,3,3,54,16,100,5498.0,54.98,0.39,0.01,44,1,1047.0,0.0,0.09,,0.3899861945163401,0.0,0.0524618320610687
1223,922,11,2,0,1,0,895,3,2,54,15,20,15.0,691.42,46.09,2.3,85,1,1047.0,0.0,1.11,,43.21375,0.0,0.6597519083969465
1370,1520,40,2,0,2,0,527,2,1,33,10,30,1344.0,18359.04,13.66,0.46,65,1,1537.0,13507.92,29.37,,13.649843866171004,0.7357238873117923,11.936957087126139
1380,1976,33,2,0,1,3,895,2,1,20,0,60,20.0,103.4,5.17,0.09,15,1,1047.0,0.0,0.2,,4.923809523809524,0.0,0.09866412213740458
1380,1474,33,2,0,1,3,895,2,1,22,4,30,100.0,1906.0,19.06,0.64,15,1,1047.0,0.0,3.05,,18.871287128712872,0.0,1.8187022900763359
1380,1474,33,2,0,1,3,895,2,5,15,9,200,670.0,1025.1,1.53,0.01,15,0,1047.0,0.0,1.64,,1.5277198211624439,0.0,0.978148854961832
1408,1326,37,2,0,0,0,530,2,1,36,4,30,2597.0,61470.99,23.67,0.79,15,1,117.0,645.1,98.35,,23.660889145496537,0.010494210452598005,520.940593220339
1429,1673,16,2,0,2,0,545,3,2,54,15,100,28.0,9800.0,139.0,3.5,73,1,109.0,782.13,15.68,,135.83485039550783,0.07980104071013162,89.0909090909091
1479,2063,16,2,0,2,0,551,3,2,54,15,100,84.0,11676.0,139.0,1.39,85,1,54.0,871.57,22.88,,135.83485039550783,0.0746398903828038,212.29090909090908
1581,1480,33,2,0,1,3,895,2,1,33,14,60,30.0,1049.4,34.98,0.58,33,1,1047.0,0.0,1.68,,33.851612903225806,0.0,1.0013358778625956
1665,1447,40,2,0,2,0,670,2,1,13,10,60,38640.0,92736.0,2.4,0.04,11,1,2719.0,18614.72,148.38,,2.3999378898061643,0.20072592384916485,34.09411764705882
1716,1544,28,2,0,2,0,700,0,0,16,12,300,34.0,1547.68,45.52,0.08,68,1,115.0,1755.87,2.48,,44.21942857142857,1.1337849006896195,13.342068965517242
1669,1719,40,2,0,2,0,728,2,1,34,0,60,42000.0,60900.0,1.45,0.02,11,1,2600.0,10179.16,97.44,,1.4499654770124522,0.1671427398564884,23.414071510957324
1724,1660,33,2,0,1,3,895,2,5,2,8,240,50.0,696.5,13.93,0.06,13,1,1047.0,0.0,1.11,,13.656862745098039,0.0,0.6645992366412213
1763,1948,40,2,0,2,0,711,2,1,49,10,30,16800.0,171192.0,10.19,0.34,65,1,1224.0,4686.88,335.54,,10.189393488482828,0.027377754931568465,139.74857142857144
1780,1431,15,2,0,0,0,714,4,4,54,15,25,98.0,3675.0,37.5,1.5,67,1,34.0,180.0,5.88,,37.121212121212125,0.04896626768226333,105.0
1794,1788,41,2,0,2,0,737,3,2,54,15,100,4500.0,323955.0,71.99,0.72,44,1,1053.0,11062.05,634.95,,71.97400577649411,0.03414676684488017,307.3576850094877
1841,1625,27,2,0,2,0,801,3,2,54,15,20,10.0,320.0,32.0,1.6,85,1,1047.0,0.0,0.51,,29.09090909090909,0.0,0.3053435114503817
1859,1649,9,2,0,2,0,804,3,2,54,15,40,500.0,38000.0,76.0,1.9,17,1,562.0,11298.13,60.8,,75.84830339321357,0.29731138654245937,67.49555950266429
1866,2104,9,2,0,2,0,882,0,0,38,13,12,25000.0,9750.0,0.39,0.03,46,1,1708.0,12830.91,19.11,,0.3899861945163401,1.3158558096605477,5.705090696313634
1889,2571,28,2,0,0,0,429,2,1,46,11,30,9.0,453.6,50.4,1.68,55,1,1047.0,0.0,0.89,,45.36,0.0,0.43282442748091604
1892,1873,27,2,0,2,0,869,3,2,54,15,100,150.0,10798.5,71.99,0.72,44,1,46.0,2698.04,21.17,,71.51324503311258,0.24983008472614474,229.75531914893617
1896,1988,4,2,0,2,0,101,3,3,54,16,2,15.0,450.0,30.0,5.0,85,1,5.0,578.01,0.88,,28.125,1.2816186252771617,225.0
1897,2337,41,2,0,2,0,101,3,2,54,15,25,319.0,6380.0,20.0,0.8,83,1,100.0,1122.24,12.5,,19.9375,0.17587212035731076,63.16831683168317
1922,2541,33,2,0,1,3,895,2,1,33,10,30,80.0,1830.4,22.88,0.76,10,1,1047.0,0.0,3.59,,22.59753086419753,0.0,1.7465648854961833
1922,2612,33,2,0,1,3,895,2,1,33,10,30,120.0,2745.6,22.88,0.76,10,1,1047.0,0.0,5.38,,22.69090909090909,0.0,2.619847328244275
1922,2541,33,2,0,1,3,895,2,5,15,9,200,600.0,858.0,1.43,0.01,15,0,1047.0,0.0,1.68,,1.4276206322795342,0.0,0.8187022900763359
1922,2541,33,2,0,1,3,895,2,5,1,1,60,7.0,91.35,13.05,0.22,15,0,1047.0,0.0,0.18,,11.41875,0.0,0.08716603053435114
1922,2541,33,2,0,1,3,895,2,5,52,7,300,40.0,1375.6,34.39,0.11,3,0,1047.0,0.0,2.7,,33.55121951219512,0.0,1.3125954198473282
1928,2372,15,2,0,0,0,175,4,4,54,15,25,108.0,4050.0,37.5,1.5,67,1,1047.0,0.0,7.94,,37.15596330275229,0.0,3.864503816793893
1934,2473,37,2,0,0,0,246,2,1,46,11,30,50000.0,1592934.8768000011,50.4,1.68,55,1,4093.0,9339.0,2419.03,,50.3989920201596,0.0037059509103369403,615.5349291646312
1944,2407,9,2,0,2,0,246,1,4,50,5,100,140.0,2731.4,19.51,0.2,36,1,5209.0,25405.22,5.35,,19.371631205673758,9.297767530376227,0.5242610364683301
1948,2536,26,2,0,2,0,61,3,2,54,15,20,5700.0,182400.0,32.0,1.6,85,1,1906.0,23914.8,357.5,,31.994386949657954,0.13111112329428018,95.64761405348715
1954,2543,40,2,0,2,0,14,2,1,10,11,60,5964.0,51350.04,8.61,0.14,11,1,3509.0,12835.2,100.65,,8.608556580050294,0.24995014706615484,14.629641025641027
1954,2543,40,2,0,2,0,14,2,1,13,10,60,21000.0,50400.0,2.4,0.04,11,0,1047.0,3549.77,98.78,,2.399885719727632,0.07043054701295609,48.091603053435115
1955,2538,40,2,0,2,0,14,2,1,5,11,60,10560.0,72864.0,6.9,0.12,23,1,924.0,4225.93,142.81,,6.8993466527790925,0.05799670623756262,78.7718918918919
1901,2524,40,2,0,2,0,102,2,1,10,11,60,2352.0,20250.72,8.61,0.14,11,1,211.0,892.5,39.69,,8.606340841478964,0.044070330816345475,95.5222641509434
1968,2594,37,2,0,3,0,346,2,5,52,7,300,524.0,21536.4,41.1,0.14,3,1,644.0,6668.61,42.21,,41.02171428571429,0.3096292960153036,33.38976744186047
1969,2559,37,2,0,3,0,346,2,5,0,10,60,2094.0,21526.32,10.28,0.17,7,1,237.0,0.0,42.19,,10.27509307875895,0.0,90.44672268907563
1972,2584,30,2,0,2,0,308,3,2,54,15,30,8249.0,185602.5,22.5,0.75,74,1,2800.0,12595.81,363.78,,22.497272727272726,0.06786407583908709,66.26294180649768
1979,2747,28,2,0,0,0,424,2,1,36,4,30,200.0,4734.0,23.67,0.79,15,1,11.0,463.0,9.28,,23.55223880597015,0.09778247096092925,394.5
1984,2575,16,2,0,0,0,429,2,5,41,1,60,80.0,760.0,9.5,0.16,15,1,43.0,260.0,1.49,,9.382716049382717,0.3416557161629435,17.272727272727273
1984,2575,16,2,0,0,0,429,2,5,24,9,200,32.0,402.88,12.59,0.06,15,0,1047.0,3549.77,0.79,,12.208484848484849,8.789170050510053,0.3844274809160305
1986,2593,16,2,0,3,0,429,2,5,0,10,60,46.0,472.88,10.28,0.17,7,1,10.0,893.22,0.93,,10.061276595744681,1.884907571537098,42.98909090909091
1995,2566,33,2,0,1,0,895,2,1,49,10,30,3025.0,47522.75,15.71,0.52,11,1,1047.0,0.0,93.14,,15.704808327825512,0.0,45.34613549618321
2004,2555,33,2,0,1,0,895,2,1,49,10,30,3500.0,49840.0,14.24,0.47,23,1,1047.0,0.0,97.69,,14.235932590688375,0.0,47.55725190839695
2004,2555,33,2,0,1,0,895,2,5,2,7,240,1008.0,3588.48,3.56,0.01,11,0,1047.0,0.0,7.03,,3.556471754212091,0.0,3.4241221374045803
2006,2556,33,2,0,1,0,895,2,5,15,9,200,960.0,1152.0,1.2,0.01,15,1,1047.0,0.0,2.26,,1.1987513007284079,0.0,1.099236641221374
2007,2557,33,2,0,1,0,895,2,5,2,7,240,1800.0,10512.0,5.84,0.02,32,1,1047.0,0.0,20.6,,5.836757357023876,0.0,10.030534351145038
2011,2595,33,2,0,1,0,895,2,1,34,0,60,1200.0,3384.0,2.82,0.05,11,1,1047.0,0.0,6.63,,2.817651956702748,0.0,3.2290076335877864
2026,2679,33,2,0,1,0,384,2,5,2,7,240,346.0,1954.9,5.65,0.02,11,1,1047.0,0.0,3.83,,5.633717579250721,0.0,1.8653625954198474
2024,2706,33,2,0,1,3,384,2,5,41,0,30,5300.0,16642.0,3.14,0.1,11,1,1047.0,0.0,32.62,,3.139407658932277,0.0,15.879770992366412
2028,2728,33,2,0,1,0,384,2,5,2,7,240,342.0,1932.3,5.65,0.02,11,1,1047.0,0.0,3.79,,5.633527696793003,0.0,1.843797709923664
2030,2809,33,2,0,1,3,613,2,1,14,0,60,2700.0,10665.0,3.95,0.07,15,1,1047.0,0.0,20.9,,3.948537578674565,0.0,10.176526717557252
2032,2642,33,2,0,1,0,407,2,1,18,10,120,3735.0,134385.3,35.98,0.3,7,1,1047.0,0.0,263.4,,35.97036937901498,0.0,128.23024809160304
2040,2676,33,2,0,1,0,407,2,1,33,10,60,6000.0,80640.0,13.44,0.22,28,1,1047.0,0.0,158.05,,13.437760373271121,0.0,76.94656488549619
2035,2685,33,2,0,1,0,407,2,1,34,0,60,11672.0,35016.0,3.0,0.05,11,1,1047.0,0.0,68.63,,2.9997429966589566,0.0,33.412213740458014
2044,2778,4,2,0,2,0,402,3,2,54,15,100,20.0,7000.0,139.0,3.5,73,1,48.0,1172.11,13.72,,135.83485039550783,0.16742036851878303,142.85714285714286
2047,2628,9,2,0,3,0,416,2,1,18,10,120,10240.0,420864.0,41.1,0.34,7,1,2523.0,14806.48,824.89,,41.095986720046874,0.035181067563232866,166.7448494453249
2048,2694,9,2,0,3,0,416,2,1,1,0,300,400.0,15344.0,38.36,0.11,3,1,175.0,7642.97,30.07,,38.2643391521197,0.49807559465623985,87.18181818181819
2145,2688,33,2,0,1,3,466,2,5,52,7,300,30.0,1080.0,36.0,0.12,3,1,1047.0,0.0,2.12,,34.83870967741935,0.0,1.0305343511450382
2149,2650,33,2,0,1,3,466,2,1,31,11,30,80.0,2816.0,35.2,1.17,10,1,1047.0,0.0,5.52,,34.76543209876543,0.0,2.687022900763359
2150,2671,33,2,0,1,3,466,2,1,33,10,60,1000.0,19770.0,19.77,0.33,11,1,1047.0,3134.85,38.75,,19.75024975024975,0.15855798897374943,18.864503816793892
2069,2755,16,2,0,2,0,466,3,2,54,15,100,60.0,21000.0,139.0,3.5,73,1,144.0,3128.19,41.16,,135.83485039550783,0.14895433550783296,144.82758620689654
2074,2674,18,2,0,2,0,502,3,2,54,15,100,7500.0,600000.0,80.0,0.8,44,1,2215.0,16835.31,1176.0,,79.98933475536595,0.028058803235327945,270.7581227436823
2080,2695,28,2,0,2,0,509,3,2,54,15,100,6395.0,511600.0,80.0,0.8,44,1,1915.0,24514.33,1002.74,,79.98749218261413,0.047916892265652336,267.0146137787056
2086,2707,30,2,0,0,0,453,2,1,49,10,30,55356.0,386384.88,6.98,0.23,39,1,4482.0,37404.74,757.31,,6.979873909352024,0.0968066949030332,86.18890921258087
2092,2757,9,2,0,2,0,453,3,2,54,15,40,1000.0,110000.0,110.0,2.75,17,1,1101.0,8074.03,215.6,,109.89010989010988,0.07339960545813219,99.81851179673322
2099,2661,40,2,0,3,0,491,2,1,1,0,300,8.0,613.76,76.72,0.23,1,1,48.0,3366.04,1.2,,68.19555555555556,5.475372503090637,12.525714285714285
2105,2693,40,2,0,2,0,491,2,1,9,11,60,3500.0,39025.0,11.15,0.19,11,1,1804.0,6341.88,76.49,,11.146815195658384,0.16250397171116693,21.62049861495845
2117,2669,4,2,0,2,0,561,3,2,54,15,100,5.0,1750.0,139.0,3.5,73,1,12.0,684.42,3.43,,135.83485039550783,0.390873786407767,134.6153846153846
2120,2735,27,2,0,2,0,537,3,2,54,15,25,67.0,5025.0,75.0,3.0,21,1,48.0,401.97,9.85,,73.8970588235294,0.07997811380819737,102.55102040816327
2126,2703,40,2,0,0,0,561,2,5,23,1,60,400.0,2800.0,7.0,0.12,15,1,148.0,14.36,5.49,,6.982543640897756,0.005126740449839343,18.79194630872483
2130,2665,27,2,0,2,0,624,3,2,54,15,20,220.0,7040.0,32.0,1.6,85,1,79.0,1736.18,13.8,,31.855203619909503,0.24658145149836672,88.0
2131,2766,33,2,0,1,3,659,2,1,1,0,84,50.0,490.0,9.8,0.12,3,1,1047.0,0.0,0.96,,9.607843137254902,0.0,0.4675572519083969
2133,2772,33,2,0,1,3,659,2,1,13,10,60,5000.0,41300.0,8.26,0.14,11,1,1047.0,0.0,80.95,,8.258348330333932,0.0,39.408396946564885
2133,2770,33,2,0,1,3,659,2,5,2,7,240,460.0,2838.2,6.17,0.03,32,1,1047.0,0.0,5.56,,6.156616052060737,0.0,2.708206106870229
1,2795,9,2,0,2,0,462,3,2,54,15,40,147.0,11076.45,75.35,1.88,17,1,165.0,1816.57,47.04,,74.84087837837838,0.16398810195487226,66.72560240963855
2209,3138,9,2,0,2,0,895,3,2,54,15,100,6.0,2400.0,139.0,4.0,73,1,15.0,1039.5,47.04,,135.83485039550783,0.4329446064139942,150.0
252,3447,40,2,0,0,0,895,2,5,23,1,60,2800.0,19600.0,7.0,0.12,15,1,555.0,3292.15,47.04,,6.997500892538379,0.16795826743533493,35.25179856115108
2554,2718,16,2,0,2,0,895,3,2,54,15,100,15.0,6000.0,139.0,4.0,73,1,36.0,1195.29,47.04,,135.83485039550783,0.19918180303282784,162.16216216216216
402,3296,42,2,0,0,0,895,2,1,4,0,180,260.0,11096.8,42.68,0.24,4,1,135.0,0.0,47.04,,42.51647509578544,0.0,81.59411764705882
620,3479,28,2,0,2,0,895,2,1,13,10,60,894.0,2994.9,3.35,0.06,11,1,479.0,4861.14,47.04,,3.3462569832402234,1.6225975499849796,6.239375
727,1884,40,2,0,2,0,163,2,1,10,11,60,25100.0,276100.0,11.0,0.18,23,1,2575.0,18772.94,47.04,,10.999561770447393,0.0679930170481092,107.18167701863354
735,1897,40,2,0,2,0,163,2,1,34,0,60,95500.0,144205.0,1.51,0.03,84,1,9170.0,42453.21,47.04,,1.5099841886472394,0.29439281305909604,15.724021371715189
818,495,15,2,0,2,0,895,3,2,54,15,20,900.0,36000.0,40.0,2.0,85,1,316.0,4989.87,47.04,,39.95560488346282,0.13860364989861393,113.56466876971609
1190,1471,26,2,0,0,0,167,2,1,18,10,120,80.0,3288.0,41.1,0.34,0,1,25.0,0.0,47.04,,40.592592592592595,0.0,126.46153846153847
1668,2610,40,2,0,2,0,74,2,1,5,11,60,70000.0,525000.0,7.5,0.12,23,1,6813.0,31858.09,47.04,,7.499892858673448,0.06068196060578932,77.04725565013209
1723,1591,30,2,0,2,0,255,2,1,49,10,30,71577.0,1087970.4,15.2,0.51,23,0,1047.0,3549.77,47.04,,15.199787644248232,0.0032627420169316955,899.7997900763415
1723,1591,30,2,0,2,0,255,2,1,33,10,60,5605.0,202340.5,36.1,0.6,25,0,1047.0,3549.77,47.04,,36.09356047092401,0.017543459942720597,193.0729961832061
1815,852,11,2,0,3,0,235,3,2,54,15,100,200.0,16000.0,80.0,0.8,5,1,1047.0,0.0,47.04,,79.60199004975124,0.0,15.267175572519085
1899,3026,40,2,0,2,0,355,2,1,5,11,60,25000.0,187500.0,7.5,0.12,23,1,2348.0,21439.59,300.0,,7.49970001199952,0.11434387016602578,79.82120051085569
1930,1741,28,2,0,2,0,895,3,2,54,15,40,375.0,28500.0,76.0,1.9,17,1,402.0,4445.75,47.04,,75.79787234042553,0.15598575488579347,70.71960297766749
1945,1189,11,2,0,2,0,235,3,2,54,15,100,4650.0,372000.0,80.0,0.8,5,1,1707.0,24859.45,47.04,,79.98279939797892,0.06682629885403533,217.79859484777518
2404,3319,9,2,0,0,0,593,2,5,41,1,60,1577.0,14981.5,9.5,0.16,15,1,306.0,0.0,23.97,,9.493979721166033,0.0,48.799674267100976
2519,3024,28,2,0,2,0,895,3,2,54,15,100,3500.0,280000.0,80.0,0.8,5,1,1194.0,5858.57,448.0,,79.97714938588975,0.020923389559323,234.30962343096235
2529,3191,9,2,0,0,0,681,2,5,41,1,60,4270.0,40565.0,9.5,0.16,15,0,1047.0,0.0,64.9,,9.497775696558183,0.0,38.70706106870229
2559,3219,40,2,0,2,0,727,2,5,2,8,240,1000.0,1920.0,1.92,0.01,11,1,960.0,13762.41,3.07,,1.9180819180819182,7.164190525767829,1.9979188345473464
2559,3219,40,2,0,2,0,727,2,5,2,7,240,1000.0,2100.0,2.1,0.01,11,0,1047.0,3549.77,3.36,,2.097902097902098,1.6895621132793908,2.00381679389313
2565,3287,40,2,0,2,0,742,2,5,2,7,240,1000.0,2100.0,2.1,0.01,11,0,1047.0,3549.77,3.36,,2.097902097902098,1.6895621132793908,2.00381679389313
2565,3288,40,2,0,2,0,742,2,1,9,11,60,3000.0,40500.0,13.5,0.22,11,1,332.0,4454.62,64.8,,13.495501499500167,0.10998790153329548,121.62162162162163
2572,3477,40,2,0,2,0,742,2,1,49,10,30,22500.0,277425.0,12.33,0.41,11,1,1955.0,16095.39,443.88,,12.329452024354474,0.0580168765724914,141.83282208588957
2585,3045,40,2,0,3,0,727,2,1,18,10,120,500.0,41095.0,82.19,0.68,7,1,117.0,1767.38,65.75,,82.02594810379242,0.04300613198364805,348.26271186440675
28,3066,37,2,0,2,0,895,3,2,54,15,25,10000.0,200000.0,20.0,0.8,83,1,3336.0,25165.3,320.0,,19.99800019998,0.12582587087064565,59.93407252022775
438,3568,30,2,0,2,0,154,2,1,33,10,30,1609.0,27353.0,17.0,0.57,10,1,157.0,7922.24,43.76,,16.98944099378882,0.28961906850917596,173.12025316455697
